,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
752,Chevrolet Cruze LTZ AT,2017.0,950000,73000.0,Diesel,Dealer,Automatic,First Owner
753,Honda City i-VTEC SV,2014.0,690000,17000.0,Petrol,Dealer,Manual,First Owner
754,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017.0,670000,18591.0,Petrol,Dealer,Manual,First Owner
755,Tata Nexon 1.5 Revotorq XZ,2017.0,925000,26766.0,Diesel,Dealer,Manual,First Owner
756,Hyundai EON Magna Plus,2015.0,250000,30000.0,Petrol,Individual,Manual,First Owner
757,Tata Sumo Gold EX,2016.0,509999,42000.0,Diesel,Individual,Manual,First Owner
758,Honda City i DTEC VX,2014.0,520000,110000.0,Diesel,Individual,Manual,First Owner
759,Tata Indica DLE,2005.0,100000,100000.0,Diesel,Individual,Manual,First Owner
760,Ford EcoSport 1.5 TDCi Titanium BSIV,2018.0,950000,27620.0,Diesel,Dealer,Manual,First Owner
761,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,450000,70000.0,Petrol,Individual,Manual,First Owner
762,Maruti Swift Dzire VDI,2015.0,480000,50000.0,Diesel,Individual,Manual,First Owner
763,Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014.0,2490000,46000.0,Diesel,Individual,Automatic,First Owner
764,Toyota Innova 2.5 VX 8 STR,2012.0,790000,82000.0,Diesel,Individual,Manual,First Owner
765,Maruti Omni MPI STD BSIV,2016.0,120000,120000.0,Petrol,Individual,Manual,First Owner
766,Tata Indica GLS BS IV,2010.0,99000,70000.0,Petrol,Individual,Manual,First Owner
767,Maruti S-Cross Zeta DDiS 200 SH,2018.0,1015000,20000.0,Diesel,Individual,Manual,First Owner
768,Toyota Innova Crysta 2.5 VX BS IV,2011.0,520000,120000.0,Diesel,Individual,Manual,First Owner
769,Hyundai Verna CRDi 1.6 AT SX Option,2018.0,1100000,30000.0,Diesel,Individual,Automatic,First Owner
770,Toyota Innova 2.5 V Diesel 7-seater,2005.0,200000,60000.0,Diesel,Individual,Manual,First Owner
771,Maruti Swift Dzire VDI,2016.0,525000,60000.0,Diesel,Individual,Manual,First Owner
772,Hyundai i20 Asta 1.2,2016.0,500000,40000.0,Petrol,Individual,Manual,First Owner
773,Mahindra Scorpio S2 7 Seater,2016.0,675000,161327.0,Diesel,Individual,Manual,First Owner
774,Mahindra Bolero DI,2007.0,250000,50000.0,Diesel,Individual,Manual,First Owner
775,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,450000,6000.0,Petrol,Individual,Manual,First Owner
776,Chevrolet Beat Diesel LS,2012.0,200000,85000.0,Diesel,Individual,Manual,First Owner
777,Mahindra Scorpio VLS AT 2.2 mHAWK,2011.0,525000,70000.0,Diesel,Individual,Automatic,First Owner
778,Honda Amaze S i-Dtech,2015.0,475000,110000.0,Diesel,Individual,Manual,First Owner
780,Hyundai Grand i10 CRDi Sportz,2015.0,400000,42000.0,Diesel,Individual,Manual,First Owner
781,Ford Ecosport 1.5 DV5 MT Titanium,2013.0,425000,72000.0,Diesel,Individual,Manual,First Owner
782,Maruti Eeco 5 Seater AC BSIV,2017.0,260000,30000.0,Diesel,Dealer,Manual,First Owner
783,Hyundai Verna SX,2007.0,155000,65000.0,Petrol,Dealer,Manual,First Owner
784,Honda Jazz 1.5 VX i DTEC,2015.0,450000,38000.0,Diesel,Individual,Manual,First Owner
785,Hyundai i20 Active S Diesel,2018.0,650000,37000.0,Diesel,Dealer,Manual,First Owner
786,Maruti Alto 800 LXI,2018.0,285000,30000.0,Petrol,Dealer,Manual,First Owner
787,Honda Amaze V CVT Petrol BSIV,2018.0,725000,26000.0,Petrol,Dealer,Automatic,First Owner
788,Maruti Ciaz ZXi,2016.0,625000,30000.0,Petrol,Dealer,Manual,First Owner
789,Hyundai i20 Active SX Petrol,2016.0,550000,23000.0,Petrol,Dealer,Manual,First Owner
790,Hyundai i10 Magna,2012.0,240000,40000.0,Petrol,Dealer,Manual,First Owner
791,Nissan Terrano XL 85 PS,2014.0,600000,27000.0,Diesel,Dealer,Manual,First Owner
792,Tata New Safari DICOR 2.2 EX 4x2,2012.0,350000,65000.0,Diesel,Dealer,Manual,First Owner
793,Hyundai EON Magna Plus,2015.0,245000,32000.0,Petrol,Dealer,Manual,First Owner
794,Mahindra Bolero B6,2016.0,600000,56000.0,Diesel,Dealer,Manual,First Owner
795,BMW X1 sDrive 20d xLine,2017.0,2400000,30000.0,Diesel,Individual,Automatic,First Owner
796,Mahindra Scorpio SLE BS IV,2014.0,620000,80000.0,Diesel,Dealer,Manual,First Owner
797,Maruti Ertiga ZXI,2014.0,635000,13250.0,Petrol,Dealer,Manual,First Owner
798,Maruti Alto LX,2011.0,180000,36000.0,Petrol,Dealer,Manual,First Owner
799,Maruti Alto LX,2004.0,110000,60000.0,Petrol,Individual,Manual,First Owner
800,Chevrolet Tavera Neo 2 LT L 9 Str,2012.0,400000,110000.0,Diesel,Individual,Manual,First Owner
801,Mahindra Bolero Power Plus SLX,2018.0,550000,44000.0,Diesel,Individual,Manual,First Owner
802,Maruti Swift 1.3 VXi,2006.0,200000,45000.0,Petrol,Individual,Manual,First Owner
803,Mahindra Scorpio S2 7 Seater,2017.0,750000,120000.0,Diesel,Individual,Manual,First Owner
804,Hyundai EON D Lite Plus,2013.0,229999,13500.0,Petrol,Individual,Manual,First Owner
805,Renault KWID 1.0 RXT Optional,2017.0,350000,10000.0,Petrol,Individual,Manual,First Owner
806,Tata Tigor 1.2 Revotron XT,2018.0,450000,8500.0,Petrol,Individual,Manual,First Owner
807,Maruti SX4 Celebration Diesel,2012.0,250000,120000.0,Diesel,Individual,Manual,First Owner
808,Volkswagen Polo Diesel Comfortline 1.2L,2012.0,225000,120000.0,Diesel,Individual,Manual,First Owner
809,Tata Manza Club Class Quadrajet90 VX,2013.0,170000,60400.0,Diesel,Individual,Manual,First Owner
811,Hyundai Xcent 1.1 CRDi Base,2015.0,375000,72000.0,Diesel,Individual,Manual,First Owner
812,Maruti Swift VDI,2013.0,390000,90000.0,Diesel,Individual,Manual,First Owner
813,Hyundai i20 Active 1.2 S,2017.0,600000,10000.0,Petrol,Individual,Manual,First Owner
814,Hyundai Grand i10 Sportz,2017.0,375000,10000.0,Petrol,Individual,Manual,First Owner
815,Maruti Baleno Zeta,2020.0,700000,1100.0,Petrol,Individual,Manual,First Owner
816,Maruti Swift VXI Deca,2017.0,455000,40000.0,Petrol,Individual,Manual,First Owner
817,Hyundai i10 Sportz 1.1L,2017.0,375000,10000.0,Petrol,Individual,Manual,First Owner
818,Hyundai Grand i10 Asta,2014.0,341000,31491.0,Petrol,Individual,Manual,First Owner
819,Maruti Ignis 1.2 AMT Delta BSIV,2017.0,450000,15000.0,Petrol,Individual,Automatic,First Owner
820,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017.0,1900000,100000.0,Diesel,Individual,Manual,First Owner
821,Mahindra Bolero Power Plus LX,2016.0,500000,60000.0,Diesel,Individual,Manual,First Owner
822,Maruti Vitara Brezza ZDi Plus,2016.0,819999,85000.0,Diesel,Individual,Manual,First Owner
823,Mahindra KUV 100 mFALCON D75 K6,2016.0,430000,20000.0,Diesel,Individual,Manual,First Owner
824,Mahindra Xylo D4,2017.0,750000,80000.0,Diesel,Individual,Manual,First Owner
825,Tata Nano Lx,2011.0,60000,40000.0,Petrol,Individual,Manual,First Owner
826,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015.0,1500000,46412.0,Diesel,Individual,Manual,First Owner
827,Mahindra TUV 300 T4,2016.0,630000,50000.0,Diesel,Individual,Manual,First Owner
828,Tata Safari Storme VX Varicor 400,2018.0,1085000,15000.0,Diesel,Individual,Manual,First Owner
829,Maruti Baleno Delta Automatic,2018.0,550000,25000.0,Petrol,Individual,Automatic,First Owner
830,Chevrolet Spark 1.0 LT,2011.0,165000,60000.0,Petrol,Individual,Manual,First Owner
831,Ford Figo Diesel Celebration Edition,2013.0,260000,65000.0,Diesel,Individual,Manual,First Owner
832,Maruti Alto LX,2011.0,151000,40000.0,Petrol,Individual,Manual,First Owner
833,Maruti Vitara Brezza VDi,2018.0,780000,50000.0,Diesel,Individual,Manual,First Owner
834,Tata Indica Vista TDI LS,2010.0,170000,107500.0,Diesel,Dealer,Manual,First Owner
835,Hyundai i20 Active S Petrol,2016.0,535000,55838.0,Petrol,Dealer,Manual,First Owner
836,Maruti Swift VDI BSIV,2007.0,195000,112880.0,Diesel,Dealer,Manual,First Owner
837,Nissan Sunny XL,2012.0,350000,40000.0,Petrol,Individual,Manual,First Owner
838,Hyundai Verna 1.6 SX VTVT (O),2013.0,425000,66000.0,Diesel,Individual,Manual,First Owner
839,Renault KWID 1.0 RXT Optional,2017.0,300000,30300.0,Petrol,Individual,Manual,First Owner
840,Maruti Swift Dzire VXi,2009.0,250000,80659.0,Petrol,Dealer,Manual,First Owner
841,Chevrolet Aveo 1.4 LS,2008.0,170000,81324.0,Petrol,Dealer,Manual,First Owner
842,Chevrolet Beat PS,2015.0,200000,50000.0,Petrol,Individual,Manual,First Owner
843,Chevrolet Beat PS,2016.0,300000,25000.0,Petrol,Individual,Manual,First Owner
844,Honda Amaze S i-Dtech,2015.0,300000,66755.0,Diesel,Dealer,Manual,First Owner
845,Honda City E,2013.0,380000,123084.0,Petrol,Dealer,Manual,First Owner
846,Honda Amaze S i-Dtech,2013.0,310000,95851.0,Diesel,Dealer,Manual,First Owner
847,Maruti Wagon R VXI Minor ABS,2010.0,260000,50000.0,Petrol,Individual,Manual,First Owner
848,Mahindra Xylo H4 ABS,2016.0,850000,40000.0,Diesel,Individual,Manual,First Owner
849,Chevrolet Beat Diesel LT,2012.0,250000,110000.0,Diesel,Individual,Manual,First Owner
850,Toyota Corolla Altis D-4D J,2014.0,715000,234000.0,Diesel,Individual,Manual,First Owner
851,Hyundai i20 1.4 CRDi Era,2011.0,220000,70000.0,Diesel,Individual,Manual,First Owner
852,Nissan Sunny Diesel XV,2012.0,300000,170000.0,Diesel,Individual,Manual,First Owner
853,Datsun RediGO T Option,2017.0,220000,40000.0,Petrol,Individual,Manual,First Owner
854,Tata Indigo LS,2009.0,100000,20000.0,Diesel,Individual,Manual,First Owner
855,Ford Figo Aspire 1.2 Ti-VCT Trend,2016.0,380000,15000.0,Petrol,Individual,Manual,First Owner
856,Hyundai Santro Xing XK (Non-AC),2007.0,100000,50000.0,Petrol,Individual,Manual,First Owner
857,Toyota Etios GD,2012.0,300000,60000.0,Diesel,Individual,Manual,First Owner
858,Chevrolet Beat Diesel LS,2013.0,190000,70000.0,Diesel,Individual,Manual,First Owner
859,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017.0,650000,19014.0,Petrol,Individual,Manual,First Owner
860,Toyota Corolla Executive (HE),2009.0,300000,23262.0,Petrol,Dealer,Manual,First Owner
861,Ford Freestyle Titanium Diesel BSIV,2016.0,700000,29600.0,Diesel,Dealer,Manual,First Owner
862,Maruti Ignis 1.2 Zeta BSIV,2018.0,500000,12000.0,Petrol,Individual,Manual,First Owner
863,Toyota Etios V,2013.0,415000,40771.0,Petrol,Dealer,Manual,First Owner
864,Renault Duster RXL AWD,2014.0,550000,66569.0,Diesel,Dealer,Manual,First Owner
865,Volkswagen Polo 1.5 TDI Trendline,2014.0,415000,81358.0,Diesel,Dealer,Manual,First Owner
866,Volkswagen Polo 1.5 TDI Comfortline,2015.0,450000,82695.0,Diesel,Dealer,Manual,First Owner
867,Honda Jazz VX CVT,2016.0,580000,32000.0,Petrol,Dealer,Automatic,First Owner
868,Maruti Swift Dzire Tour LDI,2014.0,300000,60000.0,Diesel,Dealer,Manual,First Owner
869,Hyundai Verna CRDi 1.6 SX Option,2018.0,1200000,60000.0,Diesel,Individual,Manual,First Owner
870,Maruti 800 Std MPFi,2006.0,78000,64700.0,Petrol,Individual,Manual,First Owner
871,Tata Zest Quadrajet 1.3 75PS XE,2016.0,400000,88470.0,Diesel,Individual,Manual,First Owner
872,Hyundai Verna 1.6 CRDI SX Option,2016.0,850000,75000.0,Diesel,Individual,Manual,First Owner
873,Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012.0,2500000,35000.0,Diesel,Individual,Automatic,First Owner
874,Toyota Etios 1.4 VXD,2017.0,780000,70000.0,Diesel,Individual,Manual,First Owner
875,Toyota Fortuner 2.8 2WD AT BSIV,2017.0,3200000,57000.0,Diesel,Individual,Automatic,First Owner
876,Maruti Alto 800 VXI,2020.0,350000,1000.0,Petrol,Individual,Manual,First Owner
877,Volkswagen Vento 1.5 TDI Highline,2015.0,525000,98000.0,Diesel,Dealer,Manual,First Owner
878,Volkswagen Ameo 1.5 TDI Comfortline,2018.0,580000,60000.0,Diesel,Individual,Manual,First Owner
879,Mahindra TUV 300 T10,2018.0,695000,70000.0,Diesel,Individual,Manual,First Owner
880,Mahindra Alturas G4 4X2 AT BSIV,2019.0,2700000,5000.0,Diesel,Individual,Automatic,First Owner
881,Maruti Alto 800 VXI,2014.0,160000,90000.0,Petrol,Individual,Manual,First Owner
882,Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,1300000,70000.0,Diesel,Individual,Manual,First Owner
883,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009.0,450000,192000.0,Diesel,Individual,Manual,First Owner
884,Maruti Alto LX BSIII,2008.0,75000,120000.0,Petrol,Individual,Manual,First Owner
885,Tata Indica Vista Aqua TDI BSIII,2009.0,90000,120000.0,Diesel,Individual,Manual,First Owner
886,Maruti Swift VXI,2020.0,619000,1500.0,Petrol,Individual,Manual,First Owner
887,Jeep Compass 2.0 Longitude Option BSIV,2018.0,1700000,50000.0,Diesel,Individual,Manual,First Owner
888,Ford Fiesta 1.6 ZXi Leather,2006.0,95000,83411.0,Petrol,Individual,Manual,First Owner
889,Ford Fiesta 1.6 ZXi Leather,2006.0,81000,83411.0,Petrol,Individual,Manual,First Owner
890,Maruti Ertiga VDI,2019.0,925000,50000.0,Diesel,Individual,Manual,First Owner
891,Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,450000,40000.0,Diesel,Individual,Manual,First Owner
892,Mahindra Scorpio EX,2014.0,600000,13270.0,Diesel,Individual,Manual,First Owner
893,Mahindra Thar DI 4X4 PS,2016.0,700000,50000.0,Diesel,Individual,Manual,First Owner
894,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017.0,486000,26500.0,Petrol,Individual,Manual,First Owner
895,Maruti Swift VDI,2013.0,400000,90000.0,Diesel,Individual,Manual,First Owner
896,Maruti Alto 800 LXI,2018.0,275000,35000.0,Petrol,Individual,Manual,First Owner
897,Hyundai i20 Asta Option 1.4 CRDi,2016.0,580000,57000.0,Diesel,Individual,Manual,First Owner
898,Maruti Swift Dzire LXI,2015.0,375000,70000.0,Petrol,Individual,Manual,First Owner
899,Maruti Swift Dzire VDI,2017.0,600000,60000.0,Diesel,Individual,Manual,First Owner
900,Maruti 800 EX,2001.0,40000,30000.0,Petrol,Individual,Manual,First Owner
901,Renault KWID Climber 1.0 AMT,2017.0,300000,20000.0,Petrol,Individual,Automatic,First Owner
902,Mahindra Bolero Power Plus SLE,2018.0,630000,40000.0,Diesel,Individual,Manual,First Owner
903,Nissan Micra Diesel XV Premium,2013.0,210000,13770.0,Diesel,Individual,Manual,First Owner
904,Maruti Zen LXi - BS III,2005.0,125000,34000.0,Petrol,Dealer,Manual,First Owner
905,Maruti Alto LXi BSIII,2008.0,125000,102000.0,Petrol,Dealer,Manual,First Owner
906,Honda City i DTEC SV,2014.0,725000,110000.0,Diesel,Individual,Manual,First Owner
907,Maruti Swift Dzire VDI,2015.0,530000,100000.0,Diesel,Individual,Manual,First Owner
908,Mahindra Xylo E4 ABS BS IV,2013.0,350000,42000.0,Diesel,Individual,Manual,First Owner
909,Renault KWID RXL,2016.0,229999,38000.0,Petrol,Individual,Manual,First Owner
910,Honda WR-V i-DTEC VX,2018.0,800000,60000.0,Diesel,Individual,Manual,First Owner
911,Nissan Terrano XL 110 PS,2014.0,425000,136906.0,Diesel,Individual,Manual,First Owner
912,Honda Amaze S CVT Petrol,2019.0,610000,10000.0,Petrol,Individual,Automatic,First Owner
913,Toyota Corolla Altis Diesel D4DGL,2011.0,550000,120000.0,Diesel,Individual,Manual,First Owner
914,Hyundai EON Era Plus,2013.0,200000,120000.0,Petrol,Individual,Manual,First Owner
915,Hyundai Elite i20 Asta Option CVT BSIV,2019.0,720000,3000.0,Petrol,Individual,Automatic,First Owner
916,Maruti Ritz VDi,2014.0,350000,133000.0,Diesel,Individual,Manual,First Owner
917,Maruti Wagon R VXI BS IV,2016.0,400000,25000.0,Petrol,Individual,Manual,First Owner
918,Hyundai i20 Active 1.2 S,2017.0,570000,35000.0,Petrol,Individual,Manual,First Owner
919,Maruti Omni MPI STD BSIV,2015.0,130000,70000.0,Petrol,Individual,Manual,First Owner
920,Maruti Alto 800 LXI,2016.0,210000,52000.0,Petrol,Individual,Manual,First Owner
921,Hyundai Creta 1.4 E Plus,2018.0,800000,52000.0,Diesel,Individual,Manual,First Owner
922,Honda Jazz 1.5 E i DTEC,2017.0,700000,39000.0,Diesel,Individual,Manual,First Owner
923,Tata Indica Vista Quadrajet VX,2011.0,200000,28689.0,Diesel,Individual,Manual,First Owner
924,Ford Fiesta Classic 1.4 Duratorq CLXI,2014.0,325000,80322.0,Diesel,Dealer,Manual,First Owner
925,Ford Freestyle Trend Petrol BSIV,2019.0,650000,8000.0,Petrol,Individual,Manual,First Owner
926,Hyundai Grand i10 1.2 CRDi Magna,2015.0,350000,61658.0,Diesel,Dealer,Manual,First Owner
927,Maruti Ertiga SHVS VDI,2016.0,600000,80000.0,Diesel,Individual,Manual,First Owner
928,Mahindra Scorpio SLE BSIII,2010.0,400000,185000.0,Diesel,Individual,Manual,First Owner
929,Maruti 800 DX,2000.0,50000,60000.0,Petrol,Individual,Manual,First Owner
930,Honda CR-V Diesel 4WD,2018.0,1800000,60000.0,Diesel,Individual,Automatic,First Owner
931,Hyundai Grand i10 1.2 Kappa Magna AT,2019.0,650000,20000.0,Petrol,Individual,Automatic,First Owner
932,Maruti Ertiga BSIV VXI AT,2017.0,800000,30600.0,Diesel,Individual,Automatic,First Owner
933,Volkswagen Polo 1.0 TSI Highline Plus,2020.0,802000,5000.0,Petrol,Individual,Manual,First Owner
934,Hyundai Xcent 1.1 CRDi SX,2016.0,430000,35000.0,Diesel,Individual,Manual,First Owner
935,Hyundai Verna 1.6 SX VTVT,2017.0,650000,23000.0,Petrol,Individual,Manual,First Owner
936,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004.0,170000,120000.0,Diesel,Individual,Manual,First Owner
937,Skoda Superb Elegance 2.0 TDI CR AT,2011.0,450000,235000.0,Diesel,Individual,Automatic,First Owner
938,Maruti Alto 800 LXI,2013.0,250000,87000.0,Petrol,Individual,Manual,First Owner
939,Chevrolet Beat LT,2012.0,155000,12000.0,Petrol,Individual,Manual,First Owner
940,Toyota Innova 2.5 E 8 STR,2012.0,287000,70000.0,Diesel,Individual,Manual,First Owner
941,Maruti Baleno Alpha 1.3,2016.0,675000,60000.0,Diesel,Individual,Manual,First Owner
942,Hyundai Grand i10 Nios Sportz,2020.0,600000,5000.0,Petrol,Individual,Manual,First Owner
943,Hyundai Grand i10 Nios AMT Magna,2020.0,640000,4000.0,Petrol,Individual,Automatic,First Owner
944,Hyundai Verna 1.6 VTVT S,2015.0,600000,35000.0,Petrol,Individual,Manual,First Owner
945,Hyundai i10 Magna LPG,2014.0,290000,29000.0,LPG,Individual,Manual,First Owner
946,Hyundai Verna 1.6 VTVT S,2015.0,600000,30000.0,Petrol,Individual,Manual,First Owner
947,Tata Manza Aqua Quadrajet BS IV,2012.0,190000,120000.0,Diesel,Individual,Manual,First Owner
948,Maruti Alto K10 VXI,2017.0,325000,15000.0,Petrol,Individual,Manual,First Owner
949,Mahindra Bolero DI,2006.0,200000,73756.0,Diesel,Individual,Manual,First Owner
950,Toyota Fortuner 2.8 2WD AT BSIV,2018.0,2800000,40000.0,Diesel,Individual,Automatic,First Owner
951,Hyundai i20 Asta 1.4 CRDi,2015.0,550000,90000.0,Diesel,Individual,Manual,First Owner
952,Renault KWID RXT BSIV,2019.0,250000,60000.0,Petrol,Individual,Manual,First Owner
953,Mahindra XUV500 W8 2WD,2012.0,580000,70000.0,Diesel,Individual,Manual,First Owner
954,Daewoo Matiz SD,2002.0,60000,60000.0,Petrol,Individual,Manual,First Owner
955,Toyota Etios GD,2012.0,300000,185000.0,Diesel,Individual,Manual,First Owner
956,Tata Hexa XT,2017.0,1200000,16400.0,Diesel,Individual,Manual,First Owner
957,Honda Jazz V,2019.0,650000,60000.0,Petrol,Individual,Manual,First Owner
958,Maruti A-Star Lxi,2008.0,120000,40000.0,Petrol,Individual,Manual,First Owner
959,Hyundai Verna VTVT 1.6 AT SX Option,2018.0,950000,41395.0,Petrol,Individual,Automatic,First Owner
961,Chevrolet Beat LT,2013.0,165000,50000.0,Petrol,Individual,Manual,First Owner
962,Hyundai Elantra SX,2015.0,700000,48000.0,Petrol,Dealer,Manual,First Owner
963,Mahindra XUV500 W8 4WD,2015.0,750000,53000.0,Diesel,Dealer,Manual,First Owner
965,Datsun redi-GO AMT 1.0 T Option,2018.0,290000,60000.0,Petrol,Dealer,Automatic,First Owner
966,Skoda Superb Ambition 2.0 TDI CR AT,2013.0,675000,88000.0,Diesel,Dealer,Automatic,First Owner
967,Nissan Terrano XL Plus 85 PS,2015.0,530000,55000.0,Diesel,Dealer,Manual,First Owner
968,BMW X1 sDrive20d M Sport,2014.0,1485000,48000.0,Diesel,Dealer,Automatic,First Owner
969,Chevrolet Enjoy TCDi LT 7 Seater,2014.0,325000,71014.0,Diesel,Dealer,Manual,First Owner
970,Honda Amaze S Diesel,2015.0,400000,60000.0,Diesel,Dealer,Manual,First Owner
971,Mahindra KUV 100 D75 K6 Plus,2017.0,380000,71000.0,Diesel,Dealer,Manual,First Owner
972,Honda City i-VTEC CVT VX,2016.0,750000,45000.0,Petrol,Dealer,Automatic,First Owner
973,Honda Brio VX,2017.0,390000,60000.0,Petrol,Dealer,Manual,First Owner
975,MG Hector Sharp Diesel MT BSIV,2019.0,1825000,14000.0,Diesel,Dealer,Manual,First Owner
976,Audi A4 35 TDI Premium Plus,2019.0,3256000,17000.0,Diesel,Dealer,Automatic,First Owner
977,Renault Scala Diesel RxL,2015.0,370000,60000.0,Diesel,Dealer,Manual,First Owner
978,Ford Fiesta Diesel Style,2013.0,380000,83000.0,Diesel,Dealer,Manual,First Owner
979,Maruti Eeco 5 Seater AC BSIV,2018.0,395000,20000.0,Petrol,Individual,Manual,First Owner
980,Skoda Laura 1.9 TDI MT Ambiente,2010.0,360000,160000.0,Diesel,Individual,Manual,First Owner
981,Nissan Terrano XL Plus 85 PS,2015.0,451000,100000.0,Diesel,Individual,Manual,First Owner
982,Mahindra XUV500 W8 4WD,2014.0,800000,156000.0,Diesel,Individual,Manual,First Owner
983,Ford Figo Aspire 1.5 TDCi Trend,2017.0,675000,60000.0,Diesel,Individual,Manual,First Owner
984,Maruti Swift VDI,2013.0,400000,170000.0,Diesel,Individual,Manual,First Owner
985,Tata Indica GLS BS IV,2009.0,200000,100000.0,Petrol,Individual,Manual,First Owner
986,Renault Scala Diesel RxL,2014.0,400000,35000.0,Diesel,Individual,Manual,First Owner
990,Maruti Baleno Alpha,2019.0,700000,16000.0,Petrol,Individual,Manual,First Owner
994,Hyundai Grand i10 1.2 Kappa Asta,2017.0,500000,50000.0,Diesel,Individual,Manual,First Owner
996,Maruti Baleno Sigma 1.2,2015.0,500000,10000.0,Petrol,Individual,Manual,First Owner
997,Maruti Wagon R VXI,2016.0,360000,33000.0,Petrol,Dealer,Manual,First Owner
998,Maruti Alto LXi BSIII,2010.0,210000,25000.0,Petrol,Individual,Manual,First Owner
999,Chevrolet Aveo 1.4 LT BSIV,2009.0,250000,48000.0,Petrol,Individual,Manual,First Owner
1000,Toyota Innova 2.5 G (Diesel) 8 Seater,2016.0,990000,146000.0,Diesel,Dealer,Manual,First Owner
1001,Honda City i VTEC V,2014.0,530000,50000.0,Petrol,Individual,Manual,First Owner
1002,Maruti Baleno Alpha 1.3,2016.0,575000,50000.0,Diesel,Individual,Manual,First Owner
1003,Mahindra Xylo E4,2012.0,400000,99000.0,Diesel,Dealer,Manual,First Owner
1004,Honda Mobilio S i DTEC,2016.0,680000,50000.0,Diesel,Individual,Manual,First Owner
1005,Hyundai Santa Fe 4WD AT,2014.0,1000000,80000.0,Diesel,Individual,Automatic,First Owner
1006,Force One EX,2014.0,346000,37516.0,Diesel,Individual,Manual,First Owner
1007,Mahindra Xylo D2 BS IV,2015.0,450000,20000.0,Diesel,Individual,Manual,First Owner
1008,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,500000,5000.0,Petrol,Individual,Manual,First Owner
1009,Hyundai Grand i10 1.2 CRDi Asta,2019.0,700000,8000.0,Diesel,Individual,Manual,First Owner
1010,Maruti Alto 800 LXI,2019.0,280000,25880.0,Petrol,Individual,Manual,First Owner
1011,Hyundai Santro Magna AMT BSIV,2019.0,475000,10000.0,Petrol,Individual,Automatic,First Owner
1012,Maruti Swift Dzire VDi,2009.0,300000,50000.0,Diesel,Individual,Manual,First Owner
1013,Maruti Alto K10 LXI,2014.0,200999,40000.0,Petrol,Individual,Manual,First Owner
1014,Tata Indigo LS BSII,2012.0,160000,60000.0,Diesel,Individual,Manual,First Owner
1015,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012.0,320000,80000.0,Diesel,Individual,Manual,First Owner
1016,Maruti Wagon R LXI Minor,2008.0,300000,30000.0,Petrol,Individual,Manual,First Owner
1017,Honda City V MT,2012.0,700000,10000.0,Petrol,Individual,Manual,First Owner
1018,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015.0,500000,110000.0,Diesel,Individual,Manual,First Owner
1019,Honda City i VTEC V,2016.0,500000,20000.0,Petrol,Individual,Manual,First Owner
1020,Honda Brio 1.2 S Option MT,2019.0,484999,9000.0,Petrol,Individual,Manual,First Owner
1021,Maruti Alto K10 VXI Airbag,2018.0,380000,25000.0,Petrol,Individual,Manual,First Owner
1022,Hyundai Santro Sportz BSIV,2019.0,480000,10000.0,Petrol,Individual,Manual,First Owner
1023,Fiat Linea Dynamic,2013.0,350000,70000.0,Petrol,Individual,Manual,First Owner
1024,Maruti Alto 800 LXI,2014.0,110000,25000.0,Petrol,Individual,Manual,First Owner
1025,Maruti Alto 800 LX,2017.0,180000,60000.0,Petrol,Individual,Manual,First Owner
1026,Renault KWID RXL,2020.0,300000,20000.0,Petrol,Individual,Manual,First Owner
1027,Maruti Baleno Delta 1.2,2017.0,509000,60000.0,Petrol,Individual,Manual,First Owner
1028,Maruti SX4 S Cross DDiS 320 Zeta,2016.0,650000,80000.0,Diesel,Individual,Manual,First Owner
1029,Ford Figo Petrol LXI,2010.0,130000,110000.0,Petrol,Individual,Manual,First Owner
1030,Chevrolet Cruze LTZ,2012.0,400000,40000.0,Diesel,Individual,Manual,First Owner
1031,Maruti Alto LXi,2014.0,69000,100000.0,Petrol,Individual,Manual,First Owner
1032,Mahindra Scorpio S11 BSIV,2018.0,1380000,25000.0,Diesel,Individual,Manual,First Owner
1033,Maruti Zen Estilo VXI BSIII,2007.0,90000,90000.0,Petrol,Individual,Manual,First Owner
1034,Mahindra XUV500 W6 1.99 mHawk,2016.0,1000000,40000.0,Diesel,Individual,Manual,First Owner
1035,Tata Indica DLS,2005.0,70000,120000.0,Diesel,Individual,Manual,First Owner
1036,Tata Indica Vista Aqua 1.2 Safire BSIV,2010.0,97000,128000.0,Petrol,Individual,Manual,First Owner
1037,Tata Indigo CR4,2012.0,130000,120000.0,Diesel,Individual,Manual,First Owner
